0	abd ombro direito:	125.01456200121982	flex cotovelo direito:	124.7007032836016	flex cotovelo esquerdo:	152.15695106999465	abd ombro esquerdo:	13.392777698645958	flex ombro direito:	68.87711033748894	flex ombro esquerdo:	88.14691613027124
1	abd ombro direito:	124.9782513839257	flex cotovelo direito:	124.67248155548732	flex cotovelo esquerdo:	152.1152555961022	abd ombro esquerdo:	13.380525920147289	flex ombro direito:	68.87008165507028	flex ombro esquerdo:	88.13923093553613
2	abd ombro direito:	124.98633676125053	flex cotovelo direito:	124.68127725321257	flex cotovelo esquerdo:	152.13720660817964	abd ombro esquerdo:	13.385793717444862	flex ombro direito:	68.86625418571113	flex ombro esquerdo:	88.13186016054551
3	abd ombro direito:	124.99136593706055	flex cotovelo direito:	124.68853288704182	flex cotovelo esquerdo:	152.21561572094373	abd ombro esquerdo:	13.385635205730974	flex ombro direito:	68.86419451024996	flex ombro esquerdo:	88.12824036372882
4	abd ombro direito:	124.99388211651913	flex cotovelo direito:	124.6842428871189	flex cotovelo esquerdo:	152.2532752472051	abd ombro esquerdo:	13.381238464373673	flex ombro direito:	68.86208895873465	flex ombro esquerdo:	88.12583819905078
5	abd ombro direito:	124.98750058311504	flex cotovelo direito:	124.67067482196654	flex cotovelo esquerdo:	152.25669440833866	abd ombro esquerdo:	13.377639367723155	flex ombro direito:	68.86136598711788	flex ombro esquerdo:	88.1299772992566
6	abd ombro direito:	124.9767148661524	flex cotovelo direito:	124.67062799719554	flex cotovelo esquerdo:	152.25740695571713	abd ombro esquerdo:	13.37948550503836	flex ombro direito:	68.86559108013383	flex ombro esquerdo:	88.13343014578969
7	abd ombro direito:	124.99133914125775	flex cotovelo direito:	124.67820924470648	flex cotovelo esquerdo:	152.26924705058173	abd ombro esquerdo:	13.37664823278121	flex ombro direito:	68.86581001368849	flex ombro esquerdo:	88.13881348454895
8	abd ombro direito:	125.00692416198957	flex cotovelo direito:	124.68207477102794	flex cotovelo esquerdo:	152.30863716453618	abd ombro esquerdo:	13.369777922496615	flex ombro direito:	68.88143017377904	flex ombro esquerdo:	88.16103521305875
9	abd ombro direito:	125.00069005102398	flex cotovelo direito:	124.68400676737303	flex cotovelo esquerdo:	152.35622398309937	abd ombro esquerdo:	13.344533112465864	flex ombro direito:	68.90233255773524	flex ombro esquerdo:	88.20048203317798
10	abd ombro direito:	124.99352407950074	flex cotovelo direito:	124.68671382922417	flex cotovelo esquerdo:	152.31041076113266	abd ombro esquerdo:	13.32544704287219	flex ombro direito:	68.91774300418574	flex ombro esquerdo:	88.22147193410326
11	abd ombro direito:	124.99783885150147	flex cotovelo direito:	124.68362366713774	flex cotovelo esquerdo:	152.29583080475174	abd ombro esquerdo:	13.307040468092335	flex ombro direito:	68.94082663444574	flex ombro esquerdo:	88.24575275727436
12	abd ombro direito:	124.99709285743992	flex cotovelo direito:	124.68473079000282	flex cotovelo esquerdo:	152.2785110256259	abd ombro esquerdo:	13.28988122348821	flex ombro direito:	68.9505198782642	flex ombro esquerdo:	88.26385651028404
13	abd ombro direito:	124.994875041902	flex cotovelo direito:	124.68238385128916	flex cotovelo esquerdo:	152.26803271450837	abd ombro esquerdo:	13.283150728738958	flex ombro direito:	68.95364835820565	flex ombro esquerdo:	88.26234889614089
14	abd ombro direito:	124.99835600929829	flex cotovelo direito:	124.6897206112306	flex cotovelo esquerdo:	152.26904994366052	abd ombro esquerdo:	13.282701851029504	flex ombro direito:	68.94855481631691	flex ombro esquerdo:	88.25285156673266
15	abd ombro direito:	124.97857401096839	flex cotovelo direito:	124.69439841986532	flex cotovelo esquerdo:	152.2639801835766	abd ombro esquerdo:	13.297846882874069	flex ombro direito:	68.92641204252045	flex ombro esquerdo:	88.21589616172434
16	abd ombro direito:	124.9713098465857	flex cotovelo direito:	124.68661029650305	flex cotovelo esquerdo:	152.24284110921602	abd ombro esquerdo:	13.33118174623024	flex ombro direito:	68.889919948239	flex ombro esquerdo:	88.14205514293259
17	abd ombro direito:	124.94065744933972	flex cotovelo direito:	124.69562638893366	flex cotovelo esquerdo:	152.2079758129421	abd ombro esquerdo:	13.378898994723448	flex ombro direito:	68.81610377665066	flex ombro esquerdo:	88.02083486761605
18	abd ombro direito:	124.89865009609677	flex cotovelo direito:	124.68092177673721	flex cotovelo esquerdo:	152.23516315196855	abd ombro esquerdo:	13.438454920187073	flex ombro direito:	68.73082777672295	flex ombro esquerdo:	87.87766028578856
19	abd ombro direito:	124.85290428056423	flex cotovelo direito:	124.67111034169452	flex cotovelo esquerdo:	152.2111368590491	abd ombro esquerdo:	13.524523118649743	flex ombro direito:	68.60459633071518	flex ombro esquerdo:	87.66898141792986
20	abd ombro direito:	124.77254143881471	flex cotovelo direito:	124.66978902047062	flex cotovelo esquerdo:	152.23222916611715	abd ombro esquerdo:	13.602195519696295	flex ombro direito:	68.46038133618956	flex ombro esquerdo:	87.44796110024988
21	abd ombro direito:	124.69426766198157	flex cotovelo direito:	124.65995107546904	flex cotovelo esquerdo:	152.22385148458187	abd ombro esquerdo:	13.715899359629	flex ombro direito:	68.29119392979888	flex ombro esquerdo:	87.16963382801082
22	abd ombro direito:	124.6171055938238	flex cotovelo direito:	124.6422649202233	flex cotovelo esquerdo:	152.2046908112395	abd ombro esquerdo:	13.849553333489686	flex ombro direito:	68.08847318215274	flex ombro esquerdo:	86.85152470568698
