NO_OF_FRAMES	5652
NO_OF_CAMERAS	7
NO_OF_MARKERS	16
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-06-06, 13:34:06	953604.31973670
DATA_INCLUDED	3D
MARKER_NAMES	EIAS_D	EIAS_E	EIPS_D	EIPS_E	AEC7	AC_D	AC_E	PEU_D	PER_E	PER_D	IJE	EM_D	EL_D	EM_E	EL_E	PEU_E
748	7.47000	692.765	429.473	861.737	506.543	427.292	864.167	624.386	195.663	988.981	541.510	196.468	990.509	621.324	206.990	1476.347	818.996	298.803	1448.683	469.805	257.322	1517.811	954.643	360.826	955.827	14.313	462.428	1639.760	903.973	381.370	984.115	605.021	374.089	1412.150	914.085	197.154	1150.927	957.770	243.561	1226.491	179.646	351.211	1487.711	217.065	308.345	1552.073	-13.808	410.849	1650.857
749	7.48000	692.809	429.462	861.765	506.551	427.296	864.190	624.409	195.706	988.954	541.498	196.491	990.520	621.285	207.021	1476.362	818.943	298.841	1448.654	469.835	257.341	1517.821	954.597	360.813	955.783	14.417	462.317	1640.098	903.946	381.379	984.088	605.065	374.111	1412.134	914.038	197.181	1150.917	957.735	243.604	1226.474	179.659	351.149	1487.983	217.117	308.270	1552.282	-13.655	410.783	1651.189
750	7.49000	692.767	429.471	861.736	506.541	427.337	864.169	624.351	195.709	988.994	541.468	196.509	990.552	621.419	207.486	1476.055	818.944	298.886	1448.662	469.893	257.352	1517.847	954.538	360.849	955.733	14.558	462.253	1640.388	903.909	381.395	984.048	605.056	374.178	1412.161	913.981	197.214	1150.910	957.747	243.635	1226.458	179.686	351.081	1488.247	217.227	308.236	1552.517	-13.527	410.692	1651.499
751	7.50000	692.760	429.478	861.750	506.552	427.382	864.160	624.344	195.744	989.014	541.422	196.560	990.604	621.327	207.123	1476.360	818.961	298.929	1448.662	469.947	257.357	1517.848	954.454	360.858	955.714	14.581	462.130	1640.701	903.850	381.375	984.037	605.045	374.211	1412.111	913.968	197.257	1150.924	957.739	243.668	1226.453	179.706	351.061	1488.471	217.323	308.206	1552.709	-13.403	410.622	1651.837
752	7.51000	692.773	429.507	861.729	506.558	427.412	864.128	624.286	195.774	989.020	541.399	196.582	990.602	621.345	207.169	1476.367	818.951	298.970	1448.621	469.962	257.385	1517.897	954.451	360.881	955.670	14.700	462.044	1641.011	903.829	381.407	984.005	605.027	374.257	1412.092	913.952	197.274	1150.887	957.663	243.710	1226.425	179.733	351.036	1488.666	217.365	308.172	1552.910	-13.371	410.507	1652.171
753	7.52000	692.783	429.523	861.697	506.534	427.435	864.104	624.279	195.802	989.020	541.340	196.632	990.624	621.351	207.205	1476.355	818.988	299.015	1448.605	470.027	257.406	1517.912	954.371	360.894	955.626	14.783	461.922	1641.465	903.764	381.440	983.968	605.019	374.280	1412.116	913.932	197.292	1150.870	957.672	243.752	1226.375	179.773	351.027	1488.847	217.450	308.163	1553.103	-13.266	410.359	1652.549
754	7.53000	692.707	429.565	861.680	506.532	427.480	864.106	624.258	195.833	989.022	541.328	196.673	990.596	621.422	207.260	1476.333	818.962	299.081	1448.553	470.061	257.403	1517.944	954.296	360.933	955.555	14.896	461.814	1641.797	903.704	381.452	983.906	605.029	374.309	1412.117	913.939	197.370	1150.813	957.660	243.762	1226.309	179.780	351.005	1489.004	217.505	308.113	1553.263	-13.167	410.228	1652.835
755	7.54000	692.749	429.576	861.715	506.532	427.524	864.113	624.211	195.872	989.017	541.283	196.717	990.593	621.415	207.282	1476.344	818.973	299.118	1448.504	470.153	257.414	1517.946	954.252	360.959	955.510	15.006	461.728	1642.034	903.660	381.497	983.852	605.039	374.340	1412.106	913.913	197.373	1150.750	957.644	243.818	1226.267	179.799	350.902	1489.184	217.600	308.070	1553.429	-13.023	410.116	1653.164
756	7.55000	692.571	429.597	861.610	506.530	427.569	864.115	624.159	195.866	989.010	541.258	196.773	990.577	621.413	207.306	1476.347	818.958	299.141	1448.420	470.200	257.399	1517.925	954.176	361.019	955.409	15.101	461.616	1642.295	903.587	381.540	983.794	604.978	374.341	1412.116	913.904	197.431	1150.678	957.646	243.877	1226.198	179.832	350.861	1489.336	217.663	307.978	1553.568	-12.882	410.018	1653.484
757	7.56000	692.705	429.614	861.680	506.536	427.608	864.132	624.156	195.917	988.971	541.180	196.779	990.591	621.444	207.331	1476.325	818.975	299.156	1448.350	470.257	257.339	1517.941	954.098	361.076	955.323	15.258	461.562	1642.602	903.529	381.579	983.732	604.959	374.385	1412.080	913.872	197.476	1150.616	957.604	243.905	1226.133	179.866	350.736	1489.521	217.729	307.890	1553.705	-12.798	409.937	1653.768
758	7.57000	692.629	429.604	861.694	506.511	427.626	864.141	624.102	195.931	988.969	541.177	196.813	990.577	621.457	207.360	1476.315	818.989	299.188	1448.299	470.320	257.304	1517.923	954.094	361.088	955.281	15.409	461.456	1642.885	903.475	381.645	983.689	605.009	374.406	1412.102	913.854	197.519	1150.526	957.591	243.935	1226.079	179.908	350.642	1489.720	217.791	307.787	1553.866	-12.642	409.813	1654.080
759	7.58000	692.579	429.630	861.664	506.459	427.715	864.166	624.059	195.930	988.980	541.121	196.848	990.563	621.476	207.388	1476.291	818.991	299.210	1448.271	470.372	257.256	1517.935	953.949	361.169	955.181	15.597	461.333	1643.258	903.391	381.674	983.614	604.975	374.390	1412.063	913.803	197.556	1150.500	957.554	243.984	1226.014	179.966	350.570	1489.912	217.839	307.664	1554.014	-12.472	409.714	1654.357
760	7.59000	692.688	429.652	861.736	506.502	427.734	864.150	624.043	195.994	988.950	541.073	196.875	990.575	621.508	207.403	1476.294	818.983	299.241	1448.232	470.440	257.231	1517.932	953.902	361.232	955.176	15.715	461.192	1643.558	903.329	381.738	983.579	604.985	374.408	1412.042	913.770	197.615	1150.438	957.542	244.019	1225.946	180.004	350.471	1490.098	217.943	307.621	1554.152	-12.422	409.571	1654.641
761	7.60000	692.640	429.688	861.714	506.469	427.790	864.145	624.031	196.029	988.962	541.034	196.900	990.593	621.554	207.417	1476.301	819.028	299.262	1448.193	470.504	257.193	1517.954	953.880	361.283	955.110	15.777	461.052	1643.829	903.236	381.792	983.524	605.026	374.389	1412.023	913.743	197.626	1150.380	957.528	244.056	1225.885	180.003	350.407	1490.302	217.997	307.540	1554.312	-12.309	409.426	1654.912
762	7.61000	692.591	429.737	861.659	506.391	427.801	864.176	624.019	196.036	988.942	541.043	196.952	990.576	621.598	207.420	1476.265	819.062	299.312	1448.122	470.581	257.201	1517.983	953.773	361.372	955.036	15.796	460.893	1644.100	903.154	381.850	983.494	605.012	374.401	1412.016	913.733	197.699	1150.316	957.516	244.084	1225.811	180.060	350.322	1490.453	218.092	307.527	1554.428	-12.222	409.306	1655.150
763	7.62000	692.591	429.790	861.676	506.470	427.809	864.130	623.991	196.074	988.950	541.023	196.950	990.552	621.641	207.445	1476.276	819.075	299.318	1448.072	470.653	257.200	1518.002	953.741	361.422	954.971	15.008	460.596	1643.856	903.098	381.905	983.447	605.064	374.371	1412.004	913.711	197.711	1150.213	957.508	244.112	1225.752	180.092	350.280	1490.596	218.162	307.439	1554.551	-12.127	409.173	1655.328
764	7.63000	692.572	429.858	861.673	506.401	427.852	864.159	623.979	196.111	988.931	541.011	196.973	990.562	621.670	207.456	1476.275	819.086	299.346	1448.031	470.705	257.184	1518.037	953.615	361.464	954.864	15.896	460.619	1644.440	903.049	381.955	983.382	605.107	374.383	1411.995	913.684	197.764	1150.127	957.511	244.150	1225.676	180.132	350.221	1490.696	218.220	307.379	1554.659	-12.055	409.036	1655.486
765	7.64000	692.598	429.891	861.707	506.354	427.883	864.185	623.973	196.150	988.907	541.025	197.003	990.528	621.696	207.473	1476.283	819.137	299.333	1447.988	470.760	257.199	1518.045	953.504	361.494	954.767	15.952	460.539	1644.564	902.964	382.008	983.314	605.099	374.385	1412.004	913.658	197.817	1150.048	957.498	244.181	1225.575	180.158	350.166	1490.792	218.270	307.327	1554.742	-11.999	408.949	1655.585
766	7.65000	692.536	429.955	861.725	506.260	427.894	864.223	623.958	196.167	988.921	540.996	197.030	990.559	621.749	207.488	1476.261	819.180	299.320	1447.959	470.804	257.195	1518.083	953.457	361.521	954.721	15.945	460.439	1644.615	902.892	382.035	983.273	605.078	374.399	1411.975	913.591	197.818	1149.990	957.487	244.198	1225.514	180.191	350.115	1490.819	218.330	307.241	1554.783	-11.962	408.874	1655.710
767	7.66000	692.425	430.019	861.687	506.212	427.923	864.207	623.971	196.211	988.911	541.014	197.052	990.498	621.810	207.489	1476.274	819.195	299.337	1447.895	470.865	257.191	1518.093	953.391	361.564	954.668	15.961	460.356	1644.663	902.847	382.091	983.203	605.068	374.409	1411.968	913.622	197.875	1149.912	957.459	244.216	1225.464	180.220	350.042	1490.836	218.375	307.195	1554.794	-11.920	408.795	1655.769
